Steps,Policy/Entropy,Environment/Lesson,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
150000,1.0969659,0.0,9.023207,1.111693,0.10199207,9.711904e-05,248.0,29.82847489380255,29.82847489380255,1.0
160000,1.0519022,0.0,9.628728,1.334173,0.099269435,9.691904e-05,248.0,31.774519818894408,31.774519818894408,1.0
170000,1.018271,0.0,10.549095,1.4303745,0.09364575,9.670416e-05,248.0,33.11310497558478,33.11310497558478,1.0
180000,1.025702,0.0,10.846209,1.3933082,0.100449264,9.651904e-05,248.0,32.51295123100281,32.51295123100281,1.0
190000,0.99540716,0.0,11.098082,1.4034901,0.10057421,9.630897e-05,247.46875,33.146298959851265,33.146298959851265,1.0
200000,0.97788113,0.0,11.259299,1.5485405,0.10004646,9.610605e-05,248.0,32.693575412669084,32.693575412669084,1.0
210000,0.9345033,0.0,11.676184,1.1651578,0.09966656,9.590898e-05,248.0,33.15754654913238,33.15754654913238,1.0
220000,0.8904137,0.0,11.801084,1.3765621,0.09457669,9.570365e-05,247.3673469387755,33.83264026236027,33.83264026236027,1.0
230000,0.8728713,0.0,12.181862,1.3551795,0.10077497,9.552324e-05,247.5744680851064,33.348986800124,33.348986800124,1.0
240000,0.87443346,0.0,12.228447,1.3254989,0.09820832,9.530876e-05,248.0,33.664563884337745,33.664563884337745,1.0
250000,0.8712809,0.0,12.518344,1.3133936,0.10101801,9.509201e-05,248.0,33.254469715058804,33.254469715058804,1.0
260000,0.8656172,0.0,12.495901,1.2911742,0.09648329,9.489724e-05,248.0,31.794234538078307,31.794234538078307,1.0
270000,0.88291305,0.0,12.247877,1.2529211,0.10313879,9.470445e-05,248.0,33.4401352763176,33.4401352763176,1.0
280000,0.9023749,0.0,12.146704,1.3324645,0.09531439,9.450833e-05,248.0,32.750890576839446,32.750890576839446,1.0
290000,0.8635555,0.0,12.103475,1.3815963,0.10335471,9.429709e-05,247.61764705882354,33.09196983064924,33.09196983064924,1.0
